user_id,actions_total_count,average_action_duration,sessions_total_duration
n6tcyc7thd,0,0,0
n6uvo5egfq,14,14,74
n6v3dhggjz,1,10,2
n6v680bv54,11,5,6
n6vge1eo1k,15,7,21
n6vldm5npo,18,4,12
n6w7ru8arp,8,4,3
n6wbch9s65,13,4,4
n6wsdchlw5,18,7,29
n6x2ga4gh7,2,37,40
n6xi04smxd,28,7,68
n6xnuml8el,9,10,16
n6y3s91q7x,7,7,7
n6yaabct9u,15,4,8
n6yo08x21m,4,9,4
n6zffrxqac,12,12,39
n6zg0hozxw,14,13,57
n706kyfa42,9,19,62
n714t976ti,3,47,89
n71n1zxb7u,11,20,95
n71svnon9j,3,11,5
n71t128s3t,2,12,4
n72ia5q6nj,3,8,2
n7357ngj8f,10,15,44
n735e5y868,1,11,2
n73ynb4iij,13,14,62
n73zwztqkl,15,6,17
n7494zk4gn,23,8,62
n74mxjazxl,22,5,22
n74ohhxjl3,22,5,22
n74uz1sb4j,8,25,83
n7564kjahz,15,2,1
n75i3ijx1u,7,7,5
n75n5wrlbc,13,3,4
n75pkt28u7,14,9,29
n75rnjllep,1,4,0
n75w4u44ox,2,16,6
n762bldput,0,2,0
n7641140u5,32,5,47
n768h9kaze,10,10,22
n76ah88lqe,8,8,10
n76ma0dsnx,6,6,4
n76qj4i13u,1,6,0
n77dbzwuk4,4,4,1
n77gkvnfx3,12,8,18
n77irfnfj3,23,4,16
n78bmxmhjb,24,3,13
n78d3mru74,27,3,17
n78lsyaczo,16,3,4
n78pl6xq49,9,10,18
n7apv6ilam,15,10,42
n7au86z0l6,6,30,79
n7bejxzr7u,5,7,3
n7c41b9qc3,21,11,92
n7cazzva5l,13,4,4
n7cean1nav,3,17,13
n7dcytsjke,12,10,32
n7dnr5e6bf,10,5,7
n7duoae6lq,7,9,12
n7efr10tw2,23,4,13
n7fbrkd7fy,5,6,3
n7fyl3vmjl,1,13,2
n7g1da57kq,4,9,5
n7g4cpoifr,12,4,5
n7gk2f4xeo,31,3,19
n7grg8nhrr,10,7,12
n7hr0iaxrn,5,3,0
n7ie2oz61g,5,31,68
n7ijwiqx6r,4,10,5
n7iszxh40g,26,4,21
n7itcxd6r5,4,8,4
n7jipnu1ib,13,6,11
n7jqqudp9y,13,5,10
n7jw4yk416,3,13,7
n7ks9vzmf9,11,14,45
n7l94oxsk4,10,13,34
n7l94xpzdg,2,4,0
n7liz0qurb,17,7,28
n7loj85hvb,2,9,2
n7lzibxth6,4,26,33
n7m2swyzoo,4,4,1
n7m4wlvb10,6,24,57
n7n4zgcvqg,2,12,4
n7nmxnmazg,14,6,14
n7nnz56m9z,19,2,3
n7nqk3tvaf,17,14,94
n7nti3pm5b,18,11,69
n7oicsd92g,13,8,21
n7ormeo05y,2,16,7
n7p0iq0797,6,4,1
n7pcr8glti,5,7,4
n7pznd0abo,13,5,10
n7q85ldw08,9,16,43
n7qzyv83t3,11,4,4
n7s6pcalnj,9,13,31
n7skllzfdo,19,10,59
n7stebcppb,0,0,0
n7tczc1x2t,5,23,41
n7trooiy9f,12,8,16
n7tt3ryojv,1,5,0
n7tv5r17h7,8,23,73
n7u7itxm92,5,8,5
n7u7qgnu15,10,13,31
n7uciyolam,7,3,1
n7ui9xwe7p,13,13,53
n7ujcqu2fj,21,3,6
n7usjwesir,14,7,18
n7utv2r4dt,16,7,22
n7vjbbj4al,11,6,10
n7w0cr7zap,7,5,3
n7w0qgbmbx,15,4,9
n7w707a3kw,25,2,7
n7w76iqfvi,15,15,94
n7wbsadjdd,18,11,64
n7wc0s8uq3,14,11,44
n7wc305sj7,8,6,5
n7x8tl6ukb,5,5,2
n7xj4ybh4f,4,35,67
n7xl6jhm35,6,6,3
n7xl9su1qr,8,3,1
n7xok6d6jg,31,6,61
n7xz5i9ft8,16,5,13
n7y945q9lj,3,4,1
n7yb7v7vv9,3,24,26
n7ynid7n77,8,6,6
n7zcyj8mf2,20,4,13
n805ievbfb,1,30,13
n807qwiok7,8,11,17
n80l414ba1,4,20,24
n80xgtznl0,3,11,5
n810g7qp73,6,12,12
n81euhspt3,16,5,12
n822ietx5t,11,6,11
n822t6ridl,9,6,6
n824ba4dk9,17,9,41
n825ixyosk,25,7,47
n8297rupx2,6,25,52
n82j9v9e8m,15,14,86
n82oet2too,9,13,29
n8333xa8no,24,3,13
n836azpkj2,15,4,9
n83gfvm717,2,4,0
n83vyi16nx,6,19,32
n842njw0x9,7,9,8
n84jiqefps,16,9,41
n85batcmts,12,4,5
n85d7grrzh,15,8,26
n85zw4fk22,6,13,15
n864fl00h6,1,6,0
n86fgtpz6j,13,7,16
n86pg9e48n,0,0,0
n878639vl5,7,7,6
n87mmpee67,12,18,88
n87p5ub3v8,26,7,67
n87qk1yzfc,13,8,24
n87tjg5utj,9,4,3
n88b1uyykq,6,18,27
n88btvhsjq,23,7,54
n88vko17qc,8,2,1
n89eidasyz,17,9,43
n89oauxgl6,19,11,81
n8a8xh7a5s,8,14,27
n8au7rvfs0,4,20,24
n8ayw3mtk0,14,7,17
n8b9huavs4,10,2,1
n8bdt8ton0,28,5,42
n8bgdz4dey,23,6,31
n8bnsb4k7z,4,22,28
n8c3pplgtv,4,17,16
n8ce6yh5om,9,8,12
n8e2tfd7bf,19,12,86
n8enhwz5ij,6,12,14
n8ezn7o4ci,7,19,44
n8fbwyygxj,10,4,3
n8fbysdu7q,14,3,3
n8g7b3zl9p,8,6,6
n8h8sk4og0,28,7,62
n8hg5bbapc,19,5,20
n8hrlyf8ns,10,12,30
n8i0umsnbh,6,13,16
n8i32i98y6,7,26,83
n8i8t31ne0,3,7,2
n8iao3ngi9,5,4,1
n8ipw5jb8d,25,2,5
n8j1k9nz7i,7,8,8
n8je2qllov,8,19,58
n8k4z3u1bo,9,17,49
n8k6mn2bp2,8,7,8
n8klvkuivg,12,4,6
n8l3qbuy04,9,5,5
n8leqx0md8,7,22,61
n8li1zsror,14,3,4
n8lm5n6xve,9,4,3
n8m7td9ejd,8,7,7
n8marrbmbq,16,11,60
n8nawy2o9w,18,7,35
n8nu01j5x7,8,16,41
n8ny18gfg7,11,13,41
n8o8grz7c8,16,5,11
n8o9200io0,7,7,6
n8on6y0bls,23,4,16
n8ph93wr8c,24,5,31
n8pxltc9vk,7,4,2
n8q43qd6tk,5,26,54
n8q5ixuasy,15,6,18
n8qdzfx15c,8,5,4
n8qt6hed1w,21,4,12
n8qxi74kjm,9,4,3
n8rv0u1bu1,17,3,6
n8ry9gaym0,28,7,64
n8rze6j3vt,9,8,11
n8sdvide3f,6,4,1
n8skyak3d3,10,4,3
n8tanmi18g,30,5,41
n8tdms6nzv,11,7,10
n8tehqhboa,7,24,64
n8tsjhxmmi,33,4,32
n8u2r2us4v,11,6,8
n8up0tc2t4,35,4,40
n8v4uy1b5g,5,4,1
n8viv7gqwh,11,3,3
n8vpvwlvxr,28,8,89
n8vqfd2eu5,2,1,0
n8wozhk8vj,16,3,4
n8yb3octd3,18,3,5
n8yenx9d7n,25,6,45
n8yvo6m3iv,9,7,9
n8yyny49rr,15,6,19
n8zkl915xd,10,8,13
n8zse1cbn9,13,11,39
n903nmmnmv,8,9,13
n90bi09wc1,11,17,73
n90ewy7esb,4,18,18
n90hfbvm6w,9,5,5
n90k6b6qsn,4,37,74
n90p31hpei,7,16,28
n919s6ij41,5,5,2
n919ta91em,9,5,4
n91ftvk6hq,18,4,10
n91qwwpv3x,29,6,46
n91z05a7n3,13,6,14
n926340d73,19,4,14
n92b8k12f8,0,4,0
n92o8a42kh,24,10,93
n933fmewf4,3,42,78
n93c1elqts,10,3,2
n93kd19wmc,13,9,29
n93qyj2tdg,27,5,38
n9465om2q7,22,5,27
n94hdim5k1,6,2,0
n956m3ov48,5,8,5
n957o3vyzj,7,3,1
n958s40083,7,12,18
n95q8dzjcz,5,18,26
n965mbr9nc,4,9,4
n96b8e9eyv,8,6,5
n96igelhp7,15,4,8
n96l53c1a9,4,19,21
n97jqzo1un,3,4,0
n97n95yljd,16,12,63
n97pq0l7wi,9,6,6
n98ircc2rb,10,3,2
n98rzv91ao,21,3,8
n98vt68gs2,17,7,29
n99gdw45fq,22,4,12
n9a484vnxc,2,3,0
n9adr1buq5,15,8,31
n9anjely16,5,11,10
n9azqwqmla,11,10,21
n9b0trngc3,13,7,16
n9b34ukc08,5,10,8
n9b88pqca1,5,6,3
n9cbajwhui,20,4,10
n9cxrqlkh0,2,9,2
n9d20vyfjo,13,9,27
n9d843aul4,2,17,7
n9db8v5ki7,24,5,26
n9de6g7iv0,16,11,56
n9dhoni4sa,3,5,1
n9dl6jors7,29,5,44
n9dsi8w4k1,24,4,17
n9dtv9jbx9,14,5,9
n9euru57r4,13,8,24
n9fekrrguk,32,6,64
n9fgu7ktxe,4,8,3
n9fhnbsru2,22,9,70
n9iwyw3pv4,28,2,6
n9jag738mq,12,7,15
n9jmjx5ek1,2,55,91
n9jo2y0fbo,20,7,35
n9ks4ugwqg,13,9,27
n9l3tjl8zc,5,7,3
n9l5qzkbtg,4,22,26
n9l6jwo1pc,9,3,1
n9lrjbewpa,1,3,0
n9lzmwja4u,16,9,40
n9me6uncl7,8,16,42
n9mup4h38l,9,10,17
n9nexcekoo,14,6,13
n9nwwqf0oq,5,6,3
n9o2vqni77,15,5,12
n9o8m7ef8y,20,11,77
n9obbefypz,21,6,25
n9ouo1eao1,8,26,93
n9paqu5iid,5,7,3
n9pumssdg2,22,2,4
n9pyoungf6,19,11,74
n9qd2uayke,8,23,82
n9qi6dsics,9,11,23
n9qrf6f1xe,3,1,0
n9qv7a09ps,0,8,0
n9rhfpzhjc,1,1,0
n9rkd0gsh3,8,5,3
n9rp3se0ak,7,21,53
n9s6bdyfjl,2,8,1
n9s8rric4v,8,3,1
n9sbu7umu8,15,4,8
n9siwziiij,26,5,34
n9sk4uumiq,10,21,92
n9swappq66,27,4,18
n9t0t1wtr8,23,3,8
n9t40j3zws,18,13,95
n9t67mydxz,13,6,13
n9tvmor4lt,14,11,44
n9tvnjb4jj,10,6,8
n9uertu2yr,23,7,47
n9v010bsx2,2,4,0
n9v54jauft,8,5,3
n9vb9x3mjv,19,4,13
n9w6o54k00,11,15,59
n9w7mx8a0h,19,9,49
n9x5citsmt,0,1,0
n9xfi7gqgs,2,42,43
n9xuqzkb9m,6,15,20
n9xvg6y4lr,9,22,82
n9y3banaff,45,2,14
n9y849o3tf,17,6,21
n9yza7nc1k,22,4,13
n9zadn6edq,11,8,16
n9zrqcffje,18,3,4
n9zzix1wxw,9,8,12
na0lty6lte,13,4,7
na0ux475kt,3,36,59
na0y39sff5,9,14,32
na1tf866pr,8,6,4
na266b3i6p,11,4,4
na266dzt8t,6,31,92
na2bet4e21,18,9,49
na2bwvskn3,2,11,3
na2dlmzfty,18,11,77
na2dpbg5bh,4,3,0
na2owf6ebe,2,23,13
na2vjjk3ti,11,15,53
na3endzvf8,8,7,7
na3r8oyur3,3,8,2
na3tobfyz7,20,6,24
na3v851lyh,23,5,27
na45of0743,19,2,3
na49it93ka,14,3,4
na4auq9x8t,3,39,52
na4kni56yc,0,0,0
na69aif57k,3,13,7
na6ey2qbh5,15,2,2
na6hig0a6v,38,2,10
na6j2ld8sy,11,8,15
na6vxetw9j,3,0,0
na7b74gwlo,7,26,82
na8qcoek11,9,6,8
na8sulwh3k,22,6,35
na936epfrd,16,5,11
na9aa6ftiq,14,2,2
na9fiepzz5,15,13,65
na9wpkvcw7,10,15,47
naafgxwvas,5,19,27
nab5vjb663,3,35,48
nab7oob0jy,4,18,17
nabpyowsr2,16,3,6
nacq1aqosu,8,7,7
nacvv1y2cs,2,6,0
nacweb5hws,15,3,4
nad6g3khvr,7,5,3
nadtiblnkt,7,24,74
nae5jw5ahl,18,10,58
nae6gkcvk0,6,29,81
nae7yzgkrz,22,6,33
naeplhejgo,7,17,37
naet5vmqpo,2,1,0
naev6svqf1,21,4,14
nafeu62g4b,11,5,6
nafupdom7m,13,4,5
nag057eoxc,15,4,7
nag0ug79b5,16,9,37
nagqj23xhx,5,5,2
nagxew9g9g,11,3,2
nah4pl8r2g,12,7,13
nahe7g6n4f,52,2,32
nahspynblj,3,7,2
naif23qlgh,17,10,58
najhxlfon5,15,10,43
najicnhlyi,11,5,8
najlu9o05h,12,9,23
najzl8e9p2,6,11,11
nakcvk604s,0,0,0
nakg29bmyr,3,11,6
nakvwxwywm,30,6,60
nala666mac,13,9,25
nalg76ae49,36,4,40
nalwror6s1,14,13,55
nalz276qg7,14,4,6
nam0gduy95,12,12,40
namfl0p67b,9,5,4
namgkhroyn,27,8,88
namhsws1bc,17,5,14
nan08gy1gs,28,8,84
nan70afnjq,12,5,7
nan7roo93e,22,4,14
nand3yfjld,9,8,11
nanqig98ti,6,4,2
nanvdpjn5x,14,7,22
nao7w1i6mq,10,5,6
naommy4ay3,3,17,12
naosjxlct2,10,7,11
naowia5sk8,0,5,0
napyj1iex4,4,14,10
naqdnqwpk8,13,10,32
naqljh98qa,27,5,28
naqp0u41r8,3,9,3
naqyadnbgp,6,15,23
narcow3tlm,18,9,49
narff84rxv,26,7,59
narz3p0a3x,11,5,6
nasdy8m08c,25,4,21
nasfi1s9ip,15,10,43
nasm3mcdb8,8,6,5
nasma5xidz,25,3,12
nat7gzcjzf,9,3,1
natauhu6rp,8,9,11
nathhr0141,11,14,50
nau53w8pxy,12,2,1
nauf9fkin7,8,2,0
naufi5zdm3,19,10,63
nauujydtz3,19,11,75
nauw4yv0rq,13,10,35
navuzek1l0,6,3,1
nawarvqhed,6,12,12
naxc6adaud,17,12,74
naxkr5om25,1,64,61
nayakao5bs,18,6,21
nayb2g0bma,18,10,63
nayi5vev6y,3,23,18
naymkw0jtw,33,6,72
nazert7p0p,9,25,99
nazl0uldkl,5,29,54
nazvqm7avt,16,3,6
nb06nq7n7s,6,8,6
nb0isgs1z5,7,7,6
nb0rqi5cas,10,16,50
nb0w8jxo4i,6,10,10
nb10mnibnf,29,2,6
nb16q9v22m,8,13,29
nb1dooh3jm,5,19,25
nb1gm9hm1x,1,2,0
nb1j8r76xb,2,40,48
nb1o05vgze,19,13,98
nb2dvgi4lt,0,0,0
nb2q8rkxu5,19,3,6
nb2t147axo,8,16,33
nb2vq2nsfr,27,3,14
nb3e95rijh,14,8,23
nb3g2q833c,7,5,2
nb3i4lax07,12,6,12
nb3ikwvk5p,3,4,0
nb3vz77daw,9,5,5
nb431o6mov,11,9,18
nb4cy3qkhn,11,6,9
nb4dwv5vc0,3,42,80
nb58dv2sxb,10,4,4
nb5m1sqiyg,4,6,2
nb6wchelli,11,11,28
nb6xd7zlk1,29,6,55
nb734ircz4,2,11,3
nb7711szrs,14,6,13
nb7c9s6yyp,11,8,17
nb7kt1u21b,13,9,29
nb81zh64m0,7,22,62
nb88roxg1o,14,5,11
nb8kcfo3u6,7,7,6
nb8sl9dc2x,7,11,13
nb8v1pflo3,8,7,7
nb95y5sdz5,4,10,6
nb9ak1vo5m,4,9,4
nb9c7irujh,2,4,0
nb9nzwk5uz,17,3,7
nb9q36j4il,36,5,57
nba34k2pj9,8,4,3
nbaan4fed8,12,13,53
nbaqo4r7eu,2,17,9
nbbxmqdnm4,5,26,53
nbc7gnei64,5,5,2
nbcg7y56ej,22,9,60
nbcwoaw8q6,26,6,48
nbdi7mo4g2,15,5,10
nbdpa2nqmg,9,6,7
nbebe30lb0,12,7,16
nbf7fzfayo,15,8,29
nbf84gne1d,3,3,0
nbfd5gmql5,14,7,21
nbhqh2l3tg,9,14,35
nbiof045uv,14,12,54
nbiuob42vt,3,36,46
nbj08ek28i,35,4,31
nbj3jl06vv,17,10,56
nbjnwe2h58,0,5,0
nbjpr964pn,6,7,4
nbjrzd60dj,1,52,40
nbju14zhj2,9,4,4
nbjvccxaeg,7,2,0
nbk9afzvwk,3,3,0
nblec063wk,4,5,1
nbm7we6aob,9,11,22
nbmb1ymzlk,6,29,86
nbmlgev3uf,27,2,6
nbmnlo5q73,12,6,10
nbn3pb0ics,4,9,4
nbnjraqmsc,17,5,13
nbnrxy9n05,13,14,69
nbo62qqw1u,13,7,15
nbo7367n19,9,8,11
nbobvuglx7,17,4,9
nbof8se3tv,20,6,23
nbofl6jpan,3,5,1
nbom8gfo3k,25,6,45
nbooo3rzj5,7,4,2
nbott082kk,13,5,9
nbowzgikrz,20,2,5
nboxncp8rm,1,9,1
nbp4bod3r9,20,10,72
nbp97zgww4,12,10,29
nbpgetzk92,5,6,3
nbpiixbfj8,8,14,30
nbq4qyof6g,6,7,5
nbq7m7h6ym,3,7,2
nbqn8il067,8,7,7
nbr4jv337i,6,10,9
nbrdu2rt3h,16,4,10
nbrf1817tm,4,4,0
nbs86xg79b,4,29,41
nbsj3cfml4,26,5,30
nbt6dre5zv,21,5,20
nbt9d7t6on,3,41,59
nbu2tmw71l,13,4,6
nbusa9gt6o,7,5,3
nbvqsba319,16,4,9
nbwa2lxpn4,5,34,90
nbwliil4yw,5,6,3
nbxsho3iuw,7,9,10
nby14c0249,1,55,59
nbyahziceh,3,11,4
nc0k3srtvu,2,1,0
nc0xd8imq2,5,19,25
nc0y8w5s2m,10,9,16
nc0zjn3s9o,8,26,98
nc119nme29,21,5,24
nc11vyimew,11,6,9
nc1dxzb1f3,2,1,0
nc1nkxv8wc,14,3,5
nc1odu1nma,14,3,4
nc20mxxoxj,3,5,1
nc20sjrmvq,31,7,75
nc285xlwgd,13,5,8
nc2dqfgciz,23,4,19
nc2pfxbmgi,7,10,12
nc2y41bl1q,12,4,4
nc32phz1cw,10,5,6
nc3fmiiun6,12,16,74
nc3g7jj9ad,2,11,3
nc3qq091wt,9,13,30
nc42pq4upz,2,4,0
nc42run2wb,18,11,70
nc48r6w510,4,17,15
nc4ecxuw9d,27,3,14
nc4ux3q4tw,37,4,31
nc5dbdkxsv,15,4,6
nc5uuyyk3g,0,0,0
nc5z5zigce,19,2,2
nc6ciz19dz,19,4,11
nc6ht4j868,15,9,38
nc6nd59z61,8,4,2
nc72k5jma6,20,7,39
nc773lf0hc,10,4,4
nc785ea2ai,4,10,5
nc78ivb495,8,4,2
nc8a8b2m0a,0,57,32
nc8iu13m5y,51,2,20
nc8zac9423,10,9,16
nc960u5u0g,9,6,8
nc96svaow1,12,8,18
nc9ysrrprn,21,6,27
nca996y0wj,5,4,1
ncalgkdl4n,3,4,0
ncao8rxnl3,8,9,11
ncaq4syk6c,22,3,9
ncatvg2tr4,18,3,7
ncazimu0b4,20,6,30
ncchpgyfc7,12,13,44
nccv9xj021,12,10,30
nccy51fqk0,7,8,7
ncd42ijwyw,2,5,0
ncdam9l2os,15,5,12
nce12asjo5,4,6,2
nceap058zs,20,2,5
ncf87guaf0,22,7,40
ncfctech5n,10,3,1
ncg3kbgatj,10,5,5
ncg4c0585w,4,16,13
ncg4c5d2a4,9,5,4
nch2va96rm,6,10,9
nchq4vikc3,20,4,11
ncib5koa7z,35,4,36
ncij75952u,11,11,28
ncisw63w14,1,22,10
nciyzlpni3,8,3,2
ncizb9h2cr,8,21,58
ncj2xjxxyl,24,1,2
ncklycp337,21,10,75
ncl0rvmjau,6,23,47
ncl4yqe9dw,8,22,67
nclsoflbeq,22,4,14
ncm5ajxny3,1,37,20
ncmh37i4nu,9,23,93
ncnd75sgxb,9,13,34
ncnnywni0u,6,8,6
ncnsde33n9,7,11,15
ncntnyl1oq,4,3,0
nco19rkuap,1,1,0
nco8lttf9v,18,9,48
ncojl8dsdj,4,5,1
ncouzrjjbq,18,3,5
ncp3o13ad1,1,4,0
ncp3qj0jyx,4,36,70
ncpdk5l2am,8,23,74
ncr3zmmhhr,4,12,7
ncrcd6mrgh,5,12,9
ncrl0xe0nc,4,6,2
ncrya9hla5,10,6,8
ncrzcvsrdh,6,4,1
ncsdiwthzq,17,3,4
ncseatlwur,56,4,75
ncshf8wkio,1,9,1
ncsmeg9p2f,1,22,9
ncstollznm,7,11,15
nctay6ssec,26,4,20
ncthr9k8ql,24,6,40
nctkxnv2wr,10,8,12
nctvr5nhtc,9,6,6
ncukrg81cb,9,7,10
ncun9m1s7f,30,7,68
ncuwm687eg,27,1,2
ncv08rh3sq,37,2,12
ncv1syfh8u,10,4,3
ncv433oldm,19,5,20
ncv57r3cuw,7,3,1
ncv6ddx1t0,25,8,70
ncvc5cp8hs,9,19,67
ncvta2bzig,3,2,0
ncvx9hhd6p,12,10,29
ncw7zhxb5u,5,6,2
ncwk91fc5m,10,18,71
ncwnpfw8v5,10,6,8
ncwqjwjkvg,14,16,99
ncx0is2w01,53,4,89
ncx3lslkfy,4,5,1
ncx5qef834,1,2,0
ncxb30ip53,8,12,19
ncxbopsr2i,3,12,5
ncxyrzqrz1,15,9,30
ncy1royh8f,0,1,0
ncy2c3r11u,10,4,4
ncyevtqs2h,10,16,54
ncyfltl7zk,6,3,0
ncyiwnbmw2,17,9,39
nd0dqe39iz,15,6,17
nd0ztf5zi4,10,21,98
nd14powri6,29,3,13
nd162r3nzq,13,5,11
nd291jqkro,0,4,0
nd2imb4zog,11,4,5
nd2t4rpkkt,17,9,42
nd3g5hu4wr,0,0,0
nd3y9rehu4,18,6,24
nd440trwna,18,4,8
nd52uqn82q,17,13,88
nd5869mdes,6,6,3
nd5itjknb1,15,11,58
nd5k70ajub,4,4,1
nd5kpchel3,28,6,54
nd5mj0gvjh,3,26,28
nd6a95mm98,20,12,97
nd6q311eeb,2,16,6
nd6qscsojv,10,10,20
nd6rod0871,10,3,2
nd7dk4wg7w,30,4,26
nd7srcnmg4,5,27,58
nd82cogw3c,5,3,1
nd8v5mb0gs,8,2,1
nd91tuy8kw,12,18,91
nd9ecj7bwx,12,3,3
nd9grxbt46,12,6,11
nd9i4c5htf,4,4,0
nd9pieiw9i,9,5,5
nda2qty821,21,7,38
nda8frf03k,1,1,0
ndad519khx,13,4,7
ndah1yi3e8,7,5,2
ndalkfd5ox,11,7,11
ndbknom3vz,3,13,6
ndbz07p339,12,17,74
ndcohwugpl,1,2,0
ndd6jgf7pz,7,6,4
nddsrv91oj,22,4,19
nddubagc5m,0,2,0
nddx75sbmw,0,1,0
nde5klzrz4,29,6,48
ndefyccpnf,21,7,41
ndek78exk9,3,11,4
ndeqi3kr5d,3,5,1
ndf73aiamu,6,12,16
ndfjc1whkv,34,4,31
ndfkp04t6f,12,8,18
ndflihhyci,29,4,21
ndfql7uqs6,3,15,8
ndg8zp8uq4,9,5,5
ndgvexsy7a,11,17,67
ndi4cdkhm3,23,6,37
ndi5ygod9f,15,6,15
ndj9des6qs,4,8,3
ndjnqag2rs,22,5,27
ndjwg0sndh,5,18,21
ndkdj95dki,30,6,53
ndkg1wgbvl,5,7,4
ndknjzu6rz,3,22,19
ndkq616ufy,4,14,12
ndksuongay,12,4,5
ndkz22az1b,3,3,0
ndlccoo7op,11,3,2
ndlmog0u3p,5,15,16
ndly4lhsn7,13,4,5
ndn9zkns3l,8,6,6
ndnk7wmfl3,6,7,5
ndomg76yqi,16,5,11
ndoo1sdq36,5,6,3
ndp57dignn,21,4,15
ndplxehxeo,6,4,2
ndq2f5hj8k,34,1,3
ndq3a3uf47,33,3,17
ndqdc1m5w8,24,4,21
ndqiqso6wt,7,18,40
ndr54qyz6s,7,18,35
nds5uy0urk,11,4,3
nds66hlh7y,4,26,34
nds98q4rwg,13,10,34
ndsemn1oou,19,4,11
ndsszkh5c6,15,9,31
ndt1etpn4o,7,18,37
ndt5yx4wpq,28,8,92
ndt6mmbvw6,20,9,55
ndt8asa9vs,9,15,44
ndtkb93zwz,19,3,5
ndtlyyu9jw,5,7,4
ndu95l00jw,12,4,4
ndufojr1c2,9,5,4
nduzloeegc,8,16,34
ndvkuqhhez,5,7,4
ndvtvx6wbl,12,13,45
ndvu18aohn,10,5,5
ndvxjs60vj,8,9,11
ndvz4fhvs3,12,15,65
ndw7rz9wuo,12,3,2
ndx39h5j5o,20,5,15
ndxheva5sm,18,6,21
ndzbfqqyqr,5,12,10
ndzctriegn,19,7,33
ne09yq6zl5,25,4,22
ne0cegm7gg,4,15,11
ne0earxscz,4,10,5
ne0os37lts,10,20,83
ne0qn2vfuy,2,12,3
ne0qtur46i,8,5,3
ne10ravv9j,7,12,17
ne174wyinf,8,17,39
ne18p9hxj2,3,6,1
ne18rhgbzf,6,10,10
ne1ttja3g4,2,35,31
ne24e98z7j,10,9,16
ne2ao7gejs,12,14,51
ne2ydld13o,33,3,15
ne34phvwz1,8,5,4
ne3rtmhic6,13,11,37
ne4f3lzsx0,6,4,2
ne5lux3dtf,5,5,2
ne5ns409l9,4,3,0
ne5vygu4v3,6,17,31
ne62ok6xaf,1,1,0
ne67bcz9et,16,4,9
ne6a8tmpsa,3,41,59
ne6bj74pjv,15,4,8
ne6ynrzrod,9,8,10
ne7faybdtn,1,1,0
ne7t9rizu6,23,5,28
ne8ber8dkw,5,29,59
ne8esiqzc6,6,10,9
ne8qzi534w,19,4,13
ne8sjb0lci,18,7,28
ne8tuf0i3v,11,5,5
ne9kkc0y19,26,5,32
ne9r1pjxev,19,5,19
ne9rwhk27v,10,16,54
neahwatfth,4,3,0
nebtlxqlqp,15,12,56
necp8cordv,1,1,0
nedrsrlqwt,14,15,86
neea1xd1tv,1,1,0
neecjl5xyo,15,4,6
neekzosb1e,14,12,56
neeqrsk2c4,18,6,19
nef0b7mxdo,12,8,16
nef6f2u3vz,17,5,13
nefddlynye,1,5,0
nefm531hty,7,3,1
neft46cguu,5,22,31
nefvqatlef,6,7,4
negp7p7yl3,17,6,22
neh1fot7a0,9,4,3
neinf158of,4,6,2
nej0eywp3p,0,2,0
nek2d6rwd4,6,9,7
nekdygmxfd,27,3,14
neki6fyda9,9,7,9
nekqyy07le,6,6,3
nelylu156f,18,8,40
nemc1nyrcn,30,8,91
nemcx9fg3z,20,8,43
nemixs47nu,3,6,2
nemnkl55kw,13,14,67
nemvjryeq7,4,5,1
nemyv4bct6,23,6,31
nen8m9dx9f,4,5,1
nenf0xbqz2,2,4,0
neng1ycvuf,1,22,10
neni0q09xz,3,13,6
nenl5gd0w5,26,3,11
nenltue9mw,19,4,10
neokhka3v5,9,11,23
nep3nvylao,30,6,62
nepm9th2u3,19,3,6
nepruxfgwf,6,13,15
nepzlzis11,8,14,30
nequcjx5mu,10,6,8
ner3yx3y3y,33,3,21
ner5asff1j,7,17,36
ner96sf0sy,20,3,8
neruyq2oup,8,5,4
nerv17radj,25,6,41
nes8ys9xax,27,8,69
neswubh4im,18,7,26
nesxetrjb9,10,4,4
net4jbvymb,4,11,7
netn2uh5yv,20,9,53
neu0jadbo7,21,9,62
neuhw4qad6,6,16,24
nevb8l3jbf,44,5,99
nevz6nt70n,0,1,0
newncvtkmw,21,5,23
nex094h9er,2,12,3
nex0qduae2,8,28,99
nexd7f169d,4,7,3
nexrhpa81v,5,7,3
neydqzd9b9,15,5,10
neyo0c7prw,26,2,7
neys6m4ly6,8,6,6
nezmc7likr,51,1,6
neznw5824q,33,3,18
nezufq7vmm,8,6,7
nf01j5preh,3,8,3
nf06xpkaml,18,9,49
nf0p1bmoi3,12,5,7
nf0ulb2fpn,2,11,3
nf18ma029n,14,8,23
nf1i8307qh,5,21,32
nf1p1ge1ew,18,4,12
nf2cac6ddn,20,6,29
nf2div293x,5,5,2
nf2nrq5sl9,1,4,0
nf32tz1kbm,6,18,34
nf49yn3gam,14,3,3
nf4a8bzimg,17,4,10
nf4b7qemil,6,15,20
nf4bwdwfxi,1,3,0
nf4g8g0w99,17,5,14
nf4z5wkp8c,6,29,70
nf5kkvvci8,5,3,1
nf66e92s1t,10,4,4
nf6u02gzfi,1,1,0
nf6xd8tzhv,5,8,4
nf7qlcc4er,7,21,47
nf7xthuqu9,7,13,21
nf8d438v37,16,4,9
nf9umi69qu,10,2,1
nf9v5ivic6,2,34,28
nfa0260v8f,7,5,3
